,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,sentiment
140,1.49735E+18,1.49715E+18,2022-02-25 23:08:30 GMT Standard Time,25/2/2022,23:08:30,0,1.49077E+18,k_royalenft,KennyNFT,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/K_RoyaleNFT/status/1497347803055538191,FALSE,,0,,,,,,,,"[{'screen_name': 'AltcoinGordon', 'name': 'Altcoin Gordon', 'id': '1354400126857605121'}]",,,,,@AltcoinGordon This is the kind of hero I need to protect my #AVAX,1
143,1.49735E+18,1.49735E+18,2022-02-25 23:04:34 GMT Standard Time,25/2/2022,23:04:34,0,1.4966E+18,murdocktrade,Matt Murdock 🔺,,pt,[],[],['https://pbs.twimg.com/media/FMek_Q0XoAcWsQ4.jpg'],0,0,2,['avax'],[],https://twitter.com/murdocktrade/status/1497346812184776711,FALSE,https://twitter.com/murdocktrade/status/1497205820504817676,1,https://pbs.twimg.com/media/FMek_Q0XoAcWsQ4.jpg,,,,,,,[],,,,,#Avax devam  https://t.co/01aX7d6e8c,0
144,1.49735E+18,1.49728E+18,2022-02-25 23:04:28 GMT Standard Time,25/2/2022,23:04:28,0,1.33392E+18,vzennl,ZennlV,,en,[],[],[],0,0,7,['avax'],[],https://twitter.com/VZennl/status/1497346787044040704,FALSE,,0,,,,,,,,"[{'screen_name': 'seymirel', 'name': 'Seyra Demirel', 'id': '1432317702660632578'}]",,,,,@seymirel So #AVAX also has the women supremacy,0
147,1.49735E+18,1.49735E+18,2022-02-25 23:03:25 GMT Standard Time,25/2/2022,23:03:25,0,1.16972E+18,cryptosafran,Crypto Safran,,tr,[],[],[],0,0,2,['avax'],[],https://twitter.com/cryptosafran/status/1497346525843755011,FALSE,https://twitter.com/cryptosafran/status/1497344017574600706,0,,,,,,,,[],,,,,#avax 10x açmıştık %3 üzerinde stop oldum 81.1,0
149,1.49735E+18,1.49735E+18,2022-02-25 23:02:47 GMT Standard Time,25/2/2022,23:02:47,0,1.42408E+18,whale_alert_2,Binance Ftx Liquidation Alerts,,en,[],[],[],0,0,0,['avax'],[],https://twitter.com/whale_alert_2/status/1497346364711358469,FALSE,,0,,,,,,,,[],,,,,🟢 #AVAX Liquidated Short: $64.9K at $80.98,0
150,1.49735E+18,1.49735E+18,2022-02-25 23:02:01 GMT Standard Time,25/2/2022,23:02:01,0,1.48616E+18,warriors_sales,AVAXWARRIORS SALES BOT 🔺,,en,"[{'screen_name': 'avaxwarriors', 'name': 'avaxwarriors🔺', 'id': '1457269233491062788'}]","['https://snowtrace.io/tx/0x3da4f9d0f1f1ca5941ab93c90aa0f9d1a466a7bbd1eff40134cb16ebf9c0fb1d', 'https://avaxwarriors.io/collections/avax-warriors/6551']",['https://pbs.twimg.com/media/FMekaPUWQAM1Yu8.png'],0,1,4,['avax'],[],https://twitter.com/WARRIORS_sales/status/1497346173203632132,FALSE,,1,https://pbs.twimg.com/media/FMekaPUWQAM1Yu8.png,,,,,,,[],,,,,Havila (Jungle) sold for 2.05 #AVAX!  @AVAXWARRIORS  https://t.co/Nf4DNxFmWP  https://t.co/bTgmBXVzrw  https://t.co/Euxo4a4MUB,0
151,1.49735E+18,1.49735E+18,2022-02-25 23:01:23 GMT Standard Time,25/2/2022,23:01:23,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMekQ5dWYAM_xuy.jpg'],0,0,0,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497346013543157761,FALSE,,1,https://pbs.twimg.com/media/FMekQ5dWYAM_xuy.jpg,,,,,,,[],,,,,AvaShark #2903 SOLD for 1.0 #AVAX  https://t.co/zKU9ZPFMQZ,0
158,1.49735E+18,1.49735E+18,2022-02-25 22:59:26 GMT Standard Time,25/2/2022,22:59:26,0,1.49182E+18,kalaosalesbot,Kalao Sales BOT,,hu,[],"['https://snowtrace.io/tx/0xe108421fc4fd768e5776140f275f422311f877ea5e7fc7be251793831813b94e', 'https://marketplace.kalao.io/collection/0xaa0e0069254f25646e05af7126de12c895fda591']",['https://pbs.twimg.com/media/FMej0KEWYAAhSis.jpg'],0,0,6,['avax'],[],https://twitter.com/KalaoSalesBot/status/1497345523740819456,FALSE,,1,https://pbs.twimg.com/media/FMej0KEWYAAhSis.jpg,,,,,,,[],,,,,Gulyabani sold for 80.00 #AVAX.   https://t.co/XxMAMBLoHc  https://t.co/2niLG6YzYp  https://t.co/jLHqxJQz3C,0
160,1.49735E+18,1.49735E+18,2022-02-25 22:58:34 GMT Standard Time,25/2/2022,22:58:34,0,1.20546E+18,ladymarketok,Lady Sniper 🔺️ - Scalper Trader,,es,[],[],['https://pbs.twimg.com/media/FMejiYbXMAEgskA.png'],5,2,22,['avax'],[],https://twitter.com/ladymarketok/status/1497345303225290754,FALSE,https://twitter.com/ladymarketok/status/1497343916559015937,1,https://pbs.twimg.com/media/FMejiYbXMAEgskA.png,,,,,,,[],,,,,No se puede creer! #AVAX Magic Sniper  https://t.co/9IDZELJu3A,0
162,1.49735E+18,1.49735E+18,2022-02-25 22:57:50 GMT Standard Time,25/2/2022,22:57:50,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0x077aed1e11097d08412f801f1eb045e2efdd3aa33e147204cbaaddaa5031b26b', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/2050']",[],0,0,1,['avax'],[],https://twitter.com/firat_sales/status/1497345117904150530,FALSE,,0,,,,,,,,[],,,,,Firat's NFT (token id: 2050) sold for 3.79 #AVAX!  https://t.co/7Im2LqwuD3  https://t.co/VK1SbXK56j,0
171,1.49734E+18,1.49728E+18,2022-02-25 22:55:20 GMT Standard Time,25/2/2022,22:55:20,0,1.45669E+18,stinkytoadpole,Virginia Iemma,,en,[],[],[],0,0,1,['avax'],['luna'],https://twitter.com/Stinkytoadpole/status/1497344490977308673,FALSE,,0,,,,,,,,"[{'screen_name': '0xpinky1', 'name': '0xpinky', 'id': '1478512499452526592'}]",,,,,"@0xpinky1 Not only that, #AVAX is the second top gainer after $LUNA during this bump, the next bullrun is going to retire a lot of o people.",1
172,1.49734E+18,1.49734E+18,2022-02-25 22:54:43 GMT Standard Time,25/2/2022,22:54:43,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMeivT_X0AI3OPF.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497344336954114050,FALSE,,1,https://pbs.twimg.com/media/FMeivT_X0AI3OPF.png,,,,,,,[],,,,,Pizza Chef #4583 SOLD for 4.8 #AVAX  https://t.co/bx5IfIO4Pq,0
177,1.49734E+18,1.49734E+18,2022-02-25 22:53:35 GMT Standard Time,25/2/2022,22:53:35,0,7.24192E+17,crypto_bakery,CRYPTO BAKERY 🍥,,en,[],[],['https://pbs.twimg.com/media/FMeieBeWYAEVldQ.jpg'],0,0,1,['avax'],['avax'],https://twitter.com/crypto_bakery/status/1497344049329893378,FALSE,https://twitter.com/crypto_bakery/status/1497315002931245056,1,https://pbs.twimg.com/media/FMeieBeWYAEVldQ.jpg,,,,,,,[],,,,,I closed my #AVAX Long Completely  Doesn’t care if $AVAX pumps more 100%  Going to Bed Now ✌️❤️  https://t.co/5k5rx76rdi,1
180,1.49734E+18,1.49734E+18,2022-02-25 22:52:33 GMT Standard Time,25/2/2022,22:52:33,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMeiPl6XEAcAgQk.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497343790977359876,FALSE,,1,https://pbs.twimg.com/media/FMeiPl6XEAcAgQk.png,,,,,,,[],,,,,Pizza Chef #8839 SOLD for 4.8 #AVAX  https://t.co/jzSABmEd8Q,0
181,1.49734E+18,1.49734E+18,2022-02-25 22:52:09 GMT Standard Time,25/2/2022,22:52:09,0,1.47699E+18,yavuztr39846711,Bitcoin Avcısı,,und,[],[],['https://pbs.twimg.com/media/FMeiJglXEAMxXVc.jpg'],0,0,0,['avax'],[],https://twitter.com/YAVUZTR39846711/status/1497343687784812545,FALSE,,1,https://pbs.twimg.com/media/FMeiJglXEAMxXVc.jpg,,,,,,,[],,,,,#AVAX  https://t.co/yAu6qLu1kM,0
186,1.49734E+18,1.49734E+18,2022-02-25 22:49:53 GMT Standard Time,25/2/2022,22:49:53,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMehohhXsAgdoNT.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497343119918043145,FALSE,,1,https://pbs.twimg.com/media/FMehohhXsAgdoNT.png,,,,,,,[],,,,,Pizza Chef #3357 SOLD for 4.83 #AVAX  https://t.co/oZO1YvWB2m,0
191,1.49734E+18,1.49734E+18,2022-02-25 22:46:43 GMT Standard Time,25/2/2022,22:46:43,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMeg6HZWQBIq41J.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497342323008712707,FALSE,,1,https://pbs.twimg.com/media/FMeg6HZWQBIq41J.png,,,,,,,[],,,,,Pizza Chef #2758 SOLD for 4.82 #AVAX  https://t.co/oeApWMoHL9,0
195,1.49734E+18,1.49734E+18,2022-02-25 22:45:30 GMT Standard Time,25/2/2022,22:45:30,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0xa9b91e3b4b6a713d783cb1de72796c69c4e1f3195bc092352d7b0a6bcb6460d5', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/637']",['https://pbs.twimg.com/media/FMegoIGXoAgqG7f.jpg'],0,0,1,['avax'],[],https://twitter.com/firat_sales/status/1497342013783613441,FALSE,,1,https://pbs.twimg.com/media/FMegoIGXoAgqG7f.jpg,,,,,,,[],,,,,Firat's NFT (token id: 637) sold for 3.65 #AVAX!  https://t.co/lerrXOL2Bh  https://t.co/wQuJllxpFK  https://t.co/PrLBWRxEvW,0
197,1.49734E+18,1.49734E+18,2022-02-25 22:45:05 GMT Standard Time,25/2/2022,22:45:05,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0xb6e90dd821b1cf142ddc75d08b981c58285644666fafe4b8ddc9c1a200c907c2', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/565']",['https://pbs.twimg.com/media/FMegiMvX0AEE66P.jpg'],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497341911979413505,FALSE,,1,https://pbs.twimg.com/media/FMegiMvX0AEE66P.jpg,,,,,,,[],,,,,Firat's NFT (token id: 565) sold for 3.50 #AVAX!  https://t.co/A1K9uPMu5Z  https://t.co/ZNBdCg88Ew  https://t.co/4YajJMAkxH,0
199,1.49734E+18,1.49734E+18,2022-02-25 22:43:55 GMT Standard Time,25/2/2022,22:43:55,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0xa9136f1d07f67f8e4499a2c84d0cde7d708890acaee6447efd0bff81e11f468e', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/1256']",['https://pbs.twimg.com/media/FMegRDvX0AIKz42.jpg'],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497341617338044416,FALSE,,1,https://pbs.twimg.com/media/FMegRDvX0AIKz42.jpg,,,,,,,[],,,,,Firat's NFT (token id: 1256) sold for 4.00 #AVAX!  https://t.co/RnywqurktH  https://t.co/cyUnIXGVq3  https://t.co/VFkHVEBNIY,0
201,1.49734E+18,1.49734E+18,2022-02-25 22:43:45 GMT Standard Time,25/2/2022,22:43:45,0,1.42408E+18,whale_alert_2,Binance Ftx Liquidation Alerts,,en,[],[],[],0,0,0,['avax'],[],https://twitter.com/whale_alert_2/status/1497341576913301511,FALSE,,0,,,,,,,,[],,,,,🟢 #AVAX Liquidated Short: $99.6K at $78.95,0
204,1.49734E+18,1.49734E+18,2022-02-25 22:42:00 GMT Standard Time,25/2/2022,22:42:00,0,145958298,0xpnz,PNZ.eth 🔺,,en,[],[],[],0,0,1,['avax'],[],https://twitter.com/0xPNZ/status/1497341133768249344,FALSE,https://twitter.com/avalancheavax/status/1497209909720584198,0,,,,,,,,[],,,,,"Don't miss this, #AVAX fam! See you in Barcelona!",0
206,1.49734E+18,1.49734E+18,2022-02-25 22:40:54 GMT Standard Time,25/2/2022,22:40:54,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0xbd8cf67048ebf0ac335213b4e6e67e60bda01bac79396d6d59cb572ffbe6e5e3', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/4618']",['https://pbs.twimg.com/media/FMefk8VXoAUbE57.jpg'],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497340859657986051,FALSE,,1,https://pbs.twimg.com/media/FMefk8VXoAUbE57.jpg,,,,,,,[],,,,,Firat's NFT (token id: 4618) sold for 3.50 #AVAX!  https://t.co/d1IbEybpYA  https://t.co/juMG4yEkAe  https://t.co/IDCY8LfSLQ,0
208,1.49734E+18,1.49734E+18,2022-02-25 22:40:19 GMT Standard Time,25/2/2022,22:40:19,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0xa826848d3ca520d3a7038f04ea2ef52451f1c7510ce626bf249a6aead965e200', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/4609']",['https://pbs.twimg.com/media/FMefcQ-WUAo19fK.jpg'],1,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497340710311374856,FALSE,,1,https://pbs.twimg.com/media/FMefcQ-WUAo19fK.jpg,,,,,,,[],,,,,Firat's NFT (token id: 4609) sold for 3.50 #AVAX!  https://t.co/7yH98uJ0oy  https://t.co/j2LzYxUHfz  https://t.co/gwl5Un0psY,0
209,1.49734E+18,1.49734E+18,2022-02-25 22:39:31 GMT Standard Time,25/2/2022,22:39:31,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0xb3e5a22e30e689e32d935338ae9a43379dd17334f4efb7b147f4455c49d58c77', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/1668']",['https://pbs.twimg.com/media/FMefQo2WQAoBcmu.jpg'],0,0,1,['avax'],[],https://twitter.com/firat_sales/status/1497340510608015377,FALSE,,1,https://pbs.twimg.com/media/FMefQo2WQAoBcmu.jpg,,,,,,,[],,,,,Firat's NFT (token id: 1668) sold for 3.50 #AVAX!  https://t.co/9W7XbPBYc3  https://t.co/c2PfzQhZDV  https://t.co/1bDI9fKhJv,0
211,1.49734E+18,1.49734E+18,2022-02-25 22:39:12 GMT Standard Time,25/2/2022,22:39:12,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0x4c1dc7a3890acbfe396ebb9e9124a7a4eb94e70e34711260ef0294cd84fbcae3', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/385']",['https://pbs.twimg.com/media/FMefL8yXoAQ6v6S.jpg'],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497340430475739145,FALSE,,1,https://pbs.twimg.com/media/FMefL8yXoAQ6v6S.jpg,,,,,,,[],,,,,Firat's NFT (token id: 385) sold for 3.44 #AVAX!  https://t.co/SS4OX5LKre  https://t.co/pezsN8hEI4  https://t.co/MWy5ZschMl,0
213,1.49734E+18,1.49734E+18,2022-02-25 22:38:04 GMT Standard Time,25/2/2022,22:38:04,0,1.47554E+18,firat_sales,Firat's NFT Sales,,en,[],"['https://snowtrace.io/tx/0x18978a10777947cb9e81dcb1c37c0824f0e77b0a6053c2a568682531c51183dd', 'https://nftrade.com/assets/avalanche/0xa7abc3736bc5a4d3d4730eac5a1e487e56c86789/863']",['https://pbs.twimg.com/media/FMee7b-X0AMerZt.jpg'],0,0,0,['avax'],[],https://twitter.com/firat_sales/status/1497340147028959233,FALSE,,1,https://pbs.twimg.com/media/FMee7b-X0AMerZt.jpg,,,,,,,[],,,,,Firat's NFT (token id: 863) sold for 3.43 #AVAX!  https://t.co/y2t7krigBU  https://t.co/zYKGYxvmMc  https://t.co/0N9bYdOHS5,0
216,1.49734E+18,1.49732E+18,2022-02-25 22:33:50 GMT Standard Time,25/2/2022,22:33:50,0,1.49077E+18,cryptob_l,Mister_B,,en,[],[],[],0,0,1,['avax'],[],https://twitter.com/CryptoB_L/status/1497339080438427648,FALSE,,0,,,,,,,,"[{'screen_name': 'Gojo_Crypto', 'name': 'Gojo', 'id': '1396564126734848000'}]",,,,,@Gojo_Crypto Those #AVAX daily transaction keep getting higher,0
217,1.49734E+18,1.49734E+18,2022-02-25 22:33:13 GMT Standard Time,25/2/2022,22:33:13,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMed0ZnXoAIfKi6.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497338926645792768,FALSE,,1,https://pbs.twimg.com/media/FMed0ZnXoAIfKi6.png,,,,,,,[],,,,,Pizza Chef #1039 SOLD for 4.79 #AVAX  https://t.co/qele2a6TqA,0
218,1.49734E+18,1.49734E+18,2022-02-25 22:31:42 GMT Standard Time,25/2/2022,22:31:42,0,1.48444E+18,tickersignals,TickerSignals,,en,[],"['https://app.ticker-signals.com/entry_cards?ticker=AVAX-USDT', 'http://app.ticker-signals.com']",[],0,0,0,['avax'],['avax'],https://twitter.com/TickerSignals/status/1497338543710126089,FALSE,,0,,,,,,,,[],,,,,"$AVAX: Signal for AVAX-USDT  https://t.co/tIIjqVmHpV  Price: 78.105  Sup: 75.572 Res: 96.106  3.35% above supp 18.73% below res  Need targets? Go to  https://t.co/jXFqJBEkMe #AVAX  DYOR &amp; NFA  Ind: RSI fastxslow up,Ichimoku T/K bullX, PDIXNDI+, pr",0
221,1.49734E+18,1.49728E+18,2022-02-25 22:28:30 GMT Standard Time,25/2/2022,22:28:30,0,1.28013E+18,junieteru,Jun 🔺,,en,[],[],[],0,0,5,['avax'],[],https://twitter.com/Junieteru/status/1497337738894401548,FALSE,,0,,,,,,,,"[{'screen_name': 'seymirel', 'name': 'Seyra Demirel', 'id': '1432317702660632578'}]",,,,,@seymirel Didn't know that #AVAX women were so beautiful 😳,0
227,1.49734E+18,1.49729E+18,2022-02-25 22:26:39 GMT Standard Time,25/2/2022,22:26:39,0,1.46928E+18,cryptosgirl1,Cryptosgirl🔺,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/cryptosgirl1/status/1497337273402208264,FALSE,,0,,,,,,,,"[{'screen_name': 'John1wu', 'name': 'John Wu 🔺', 'id': '1020364389222793216'}, {'screen_name': 'avalabsofficial', 'name': 'Ava Labs 🔺', 'id': '1275068809699708931'}, {'screen_name': 'circlepay', 'name': 'Circle', 'id': '2151686839'}]",,,,,"@John1wu @avalabsofficial @circlepay Great! How wonderful to read this news, I believe in this #AVAX  = Possibilities, advancement, progress",1
230,1.49734E+18,1.49734E+18,2022-02-25 22:24:39 GMT Standard Time,25/2/2022,22:24:39,0,1.48444E+18,tickersignals,TickerSignals,,en,[],"['https://app.ticker-signals.com/entry_cards?ticker=AVAX-USDT', 'http://app.ticker-signals.com']",[],0,0,0,['avax'],['avax'],https://twitter.com/TickerSignals/status/1497336768722608134,FALSE,,0,,,,,,,,[],,,,,"$AVAX: Signal for AVAX-USDT  https://t.co/tIIjqVmHpV  Price: 78.149  Sup: 75.572 Res: 96.106  3.41% above supp 18.68% below res  Need targets? Go to  https://t.co/jXFqJBEkMe #AVAX  DYOR &amp; NFA  Ind: RSI fastxslow up,Ichimoku T/K bullX, PDIXNDI+, pr",0
240,1.49734E+18,1.49734E+18,2022-02-25 22:21:33 GMT Standard Time,25/2/2022,22:21:33,0,1.26896E+18,bdmr91,DEMIRBILEK,,tr,[],[],[],0,0,0,['avax'],[],https://twitter.com/bdmr91/status/1497335987139141634,FALSE,https://twitter.com/MichaelSexiton/status/1497178662050934789,0,,,,,,,,[],,,,,Yok ben #Avax  alıyom,10
243,1.49734E+18,1.49723E+18,2022-02-25 22:17:38 GMT Standard Time,25/2/2022,22:17:38,0,1.46928E+18,cryptosgirl1,Cryptosgirl🔺,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/cryptosgirl1/status/1497335003943944193,FALSE,,0,,,,,,,,"[{'screen_name': 'hung_kae', 'name': 'kae hung🔺', 'id': '1367997284420640774'}]",,,,,"@hung_kae Yeah! When we least expect it, the value of #AVAX  has 3 digits WGMI",1
249,1.49733E+18,1.49732E+18,2022-02-25 22:10:03 GMT Standard Time,25/2/2022,22:10:03,0,1.46928E+18,cryptosgirl1,Cryptosgirl🔺,,en,[],[],[],0,0,1,['avax'],[],https://twitter.com/cryptosgirl1/status/1497333093245534219,FALSE,,0,,,,,,,,"[{'screen_name': 'AVAXBot9000', 'name': 'AVAX Bot 9000 🤖🔺', 'id': '1317533009587863557'}, {'screen_name': 'avaxbossbulls', 'name': 'BOSS BULLS🔺🐂 SOLD OUT in 3 MINUTES', 'id': '1445348988174147589'}]",,,,,@AVAXBot9000 @avaxbossbulls Love it!👏 I think it's cool idea for #AVAX  to blend in even more with our culture.,1
254,1.49733E+18,1.49733E+18,2022-02-25 22:06:02 GMT Standard Time,25/2/2022,22:06:02,0,1.49126E+18,pizzagame_sales,Pizza Game Sales Tracker,,en,[],[],['https://pbs.twimg.com/media/FMeXmAyXIAoQKSK.png'],0,0,0,['avax'],[],https://twitter.com/PizzaGame_Sales/status/1497332082305118211,FALSE,,1,https://pbs.twimg.com/media/FMeXmAyXIAoQKSK.png,,,,,,,[],,,,,Pizza Chef #3336 SOLD for 4.8 #AVAX  https://t.co/h7ON9JjMUF,0
257,1.49733E+18,1.49733E+18,2022-02-25 22:04:56 GMT Standard Time,25/2/2022,22:04:56,0,1.48105E+18,illowlsalesbot,Illuminati Owls Sales Bot,,en,"[{'screen_name': 'illowlsnft', 'name': 'illuminati owls 🔺| sold out', 'id': '1460812814486962179'}]","['http://discord.gg/a7mhbEMPWy', 'https://snowtrace.io/tx/0xeb81e0dfc2b0f8355dc68f5bb59138cd70977693ab15785ec57fdcff030f969d']",['https://pbs.twimg.com/media/FMeXVxgXMAAL3KD.jpg'],0,0,2,['avax'],[],https://twitter.com/illowlsalesbot/status/1497331806584152067,FALSE,,1,https://pbs.twimg.com/media/FMeXVxgXMAAL3KD.jpg,,,,,,,[],,,,,illuminati Owl No.391 sold for 1.10 #AVAX!  @illowlsNFT  https://t.co/VdNGDbFHIU  https://t.co/Tk7tOPHjDL  https://t.co/EMzzmiENwO,0
262,1.49733E+18,1.49733E+18,2022-02-25 22:03:03 GMT Standard Time,25/2/2022,22:03:03,0,1.49506E+18,avasharksalebot,AvaSharks Sale Bot,,en,[],[],['https://pbs.twimg.com/media/FMeW6V_WUAYUJHo.jpg'],0,0,1,['avax'],[],https://twitter.com/AvasharkSaleBot/status/1497331332522856448,FALSE,,1,https://pbs.twimg.com/media/FMeW6V_WUAYUJHo.jpg,,,,,,,[],,,,,AvaShark #7459 SOLD for 1.0 #AVAX  https://t.co/THBrU3zzxa,0
263,1.49733E+18,1.49728E+18,2022-02-25 22:01:37 GMT Standard Time,25/2/2022,22:01:37,0,1372086504,thom_barber,"Crypto_Diver🔺️ (💎,💎)(🧠,🧠)(🐲, 🐲)",,und,[],[],[],0,0,1,['avax'],[],https://twitter.com/Thom_Barber/status/1497330972299251715,FALSE,,0,,,,,,,,"[{'screen_name': 'Coinbase_NFT', 'name': 'Coinbase NFT', 'id': '1444011503275810822'}]",,,,,@Coinbase_NFT #avax,0
264,1.49733E+18,1.49688E+18,2022-02-25 22:01:26 GMT Standard Time,25/2/2022,22:01:26,0,1.35644E+18,entitysobek,ʟᴏʀᴇɴᴢ,,en,[],[],[],1,0,0,['avax'],[],https://twitter.com/EntitySobek/status/1497330926954684419,FALSE,,0,,,,,,,,"[{'screen_name': 'Gojo_Crypto', 'name': 'Gojo', 'id': '1396564126734848000'}]",,,,,@Gojo_Crypto I would pick #AVAX twice tbh.,1
267,1.49733E+18,1.49728E+18,2022-02-25 22:00:43 GMT Standard Time,25/2/2022,22:00:43,0,1.45555E+18,avxenthst,🔺🎉🔺🎉🔺,,en,[],[],[],0,0,2,['avax'],[],https://twitter.com/avxenthst/status/1497330747182567430,FALSE,,0,,,,,,,,"[{'screen_name': 'kasta_app', 'name': 'Kasta', 'id': '1422638476881809415'}]",,,,,@kasta_app fill my bags with more #AVAX and hold,1
268,1.49733E+18,1.49629E+18,2022-02-25 22:00:33 GMT Standard Time,25/2/2022,22:00:33,0,292003472,javiergallardo7,Javier Gallardo 🔺,,en,[],[],[],0,0,2,['avax'],['egg'],https://twitter.com/JavierGallardo7/status/1497330705801564172,FALSE,,0,,,,,,,,"[{'screen_name': 'bitgetglobal', 'name': 'Bitget', 'id': '1098881129057112064'}]",,,,,@bitgetglobal It'd be nice to see #AVAX or $EGG,0
277,1.49733E+18,1.49733E+18,2022-02-25 21:56:49 GMT Standard Time,25/2/2022,21:56:49,0,1.39578E+18,prood19,Prood,,en,[],[],[],1,0,2,['avax'],[],https://twitter.com/Prood19/status/1497329765941919746,FALSE,https://twitter.com/SnowBurnAVAX/status/1497326770697248771,0,,,,,,,,[],,,,,"Definitely. If you folks pull off what you have planned, and #Avax keeps to its goals, then it's a Mars mission, probably more. Super bullish.",1
281,1.49733E+18,1.49733E+18,2022-02-25 21:54:00 GMT Standard Time,25/2/2022,21:54:00,0,1.48315E+18,0xcheems,🔺,,en,[],[],[],1,0,2,['avax'],[],https://twitter.com/0xCheems/status/1497329054210527235,FALSE,https://twitter.com/VastBlast/status/1496895566248390656,0,,,,,,,,[],,,,,#AVAX as usual fren!,1
284,1.49733E+18,1.49733E+18,2022-02-25 21:52:39 GMT Standard Time,25/2/2022,21:52:39,0,1.34262E+18,westkripto,West 🔺,,tr,"[{'screen_name': 'getkalao', 'name': 'kalao🔺', 'id': '1369681830329397258'}]",[],[],0,9,35,['avax'],[],https://twitter.com/westkripto/status/1497328714232774656,FALSE,,0,,,,,,,,[],,,,,.@GetKalao’nun yeni çıkarttığı kendi mint platformu Kalao Go çok güzel olmuş. #Avax ağında bir NFT projesi çıkartıcak olsam kendim mint yazmak yerine Kalao ile anlaşarak orada çıkartırdım.,10
285,1.49733E+18,1.49733E+18,2022-02-25 21:51:48 GMT Standard Time,25/2/2022,21:51:48,0,301490842,davidcanar,David Canar,,und,[],[],[],0,0,2,['avax'],[],https://twitter.com/davidcanar/status/1497328503368208386,FALSE,,0,,,,,,,,"[{'screen_name': 'BITPointLatam', 'name': 'BITPOINT Latam', 'id': '1072797845198114818'}]",,,,,@BITPointLatam #AVAX,0
